Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,Cafo Population,Cafo Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,...30
Tillema Cattle Company,"13535 South Union Avenue, Bakersfield, CA 93307",Tillema Cattle Company,"13601 South Union Avenue, Bakersfield, CA 93307",35.23095,-119.00544,Animal Feeding Facility,null,Kern,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C15NC00244,null,null,02/15/2019,null,02/15/2024,null,null,null,null,40,Heifers (non dairy affiliated),365,3,3,NA
Tillema Family Trust - Rich Tillema,"1129 East Shafter Road, Bakersfield, CA 93307",Richmar Farms Dairy,"1129 East Shafter Road, Bakersfield, CA 93307",35.221509,-118.989947,Animal Feeding Facility,0241,Kern,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D155070N01,null,null,06/29/2007,null,10/02/2018,null,null,null,null,3020,Mature dairy cattle,null,1,2,NA
"Timothy J, Barbara C, Gregory G, & Connie L. Cooper","Po Box 97, Corcoran, CA 93212",A & B Heifer Ranch,"4725 Avenue 108, Corcoran, CA 93212",35.98335,-119.46619,Animal Feeding Facility,0211,Tulare,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C54NC00342,null,null,02/15/2019,null,02/15/2024,null,null,null,null,4925,Calf feedlots,2454,2,2,NA
"Tiss, Dave","28349 Los Angeles Street, Shafter, CA 93263",Aukeman Dairy,"28349 Los Angeles Street, Shafter, CA 93263",35.491671,-119.373197,Animal Feeding Facility,0241,Kern,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D155084001,null,null,06/29/2007,null,10/02/2018,null,null,null,null,2732,Mature dairy cattle,null,1,1,NA
"Tjaarda, Perry","19211 Magnolia Avenue, Shafter, CA 93263",Tjaarda Dairy,"19211 Magnolia Avenue, Shafter, CA 93263",35.45535,-119.371057,Animal Feeding Facility,0241,Kern,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D155080001,null,null,06/29/2007,null,10/02/2018,null,null,null,null,3906,Mature dairy cattle,null,1,3,NA
"Togninali, Rosie","14500 East Hwy 4, Stockton, CA 95215",Manuel & Maria Silva Dairy,"15420 East Hwy 4, Stockton, CA 95215",37.93508,-121.12556,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00136,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Mature dairy cattle,null,0,0,NA
"Toledo, Anthony & Mary","26222 North Elliot Road, Galt, CA 95632",Toledo Dairy,"26222 North Elliott Road, Galt, CA 95632",38.22679,-121.1706,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00102,null,null,06/29/2007,null,10/02/2018,null,null,A,1,536,Mature dairy cattle,null,0,0,NA
"Toledo, Joaquin Jr","1115 Syrah Court, Tulare, CA 93274",Joaquin Toledo Jr. Dairy,"3800 Avenue 176, Corcoran, CA 93212",36.11128,-119.4873,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545142N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Mature dairy cattle,null,0,0,NA
"Tollenaar, Sietse","3355 Virginia Road, Wheatland, CA 95695",Tollcrest Dairy,"3355 Virginia Road, Wheatland, CA 95692",39.053688,-121.487008,Animal Feeding Facility,0241,Yuba,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5A58NC00018,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2389,Mature dairy cattle,null,3,2,NA
Tom & Alice De Jong Trust,"14840 Road 200 Drive, Porterville, CA 93257",East Ridge Farms,"14153 Road 168, Porterville, CA 93257",36.04704,-119.19707,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545135N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1405,Mature dairy cattle,null,1,9,NA
Tom Rayl Dairy,"480 Meridian Road, Ferndale, CA 95536",Tom Rayl Dairy,"480 Meridian Road, Ferndale, CA 95536",40.585009,-124.284275,Animal Feeding Facility,11212,Humboldt,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B00146DHUM,null,null,03/04/2020,null,11/30/2029,null,null,null,null,87,Mature dairy cattle,null,0,0,NA
Tony Campos,"15516 South Walnut Avenue, Caruthers, CA 93609",Green Valley Feedlot,"2160 West Elkhorn Avenue, Caruthers, CA 93609",36.48953306,-119.8290958,Animal Feeding Facility,0211,Fresno,5F,"ANIWSTCOWS, ANIWSTOTH",Active,Enrollee - WDR,R5-2017-0058,5C10NC00093,null,null,02/15/2019,null,02/15/2024,null,null,null,null,990,Heifers (non dairy affiliated),1168,0,0,NA
Tony Fontes,"5510 West Davis Avenue, Riverdale, CA 93656",Fontes Heifer Ranch,"18109 South Fruit Avenue, Riverdale, CA 93656",36.472813,-119.827242,Animal Feeding Facility,null,Fresno,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C10NC00257,null,null,02/15/2019,null,02/15/2024,null,null,null,null,604,Heifers (non dairy affiliated),511,0,0,NA
Tony G Maciel & Sons Inc,"15410 Excelsior Avenue, Hanford, CA 93230",Tony Cox Family Dairy #3,"15410 Excelsior Avenue, Hanford, CA 93230",36.401599,-119.734007,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00016,null,null,06/29/2007,null,10/02/2018,null,null,A,1,965,Mature dairy cattle,null,0,1,NA
Tony J. & Virginia Brazil,"13419 7th Avenue, Hanford, CA 93230",Anthony & Robert Brazil Dairy/Sunshine Dairy,"13419 7th Avenue, Hanford, CA 93230",36.278007,-119.579874,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165140N01,null,null,06/29/2007,null,10/02/2018,null,null,A,null,381,Mature dairy cattle,null,0,0,NA
"Tosta, Henry","20662 San Jose Road, Tracy, CA 95304",Henry Tosta Dairy,"20662 San Jose Road, Tracy, CA 95304",37.77264,-121.48834,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00154,null,null,06/29/2007,null,10/02/2018,null,null,A,1,0,Mature dairy cattle,null,3,1,NA
Toste Dairy,"890 Dillon Road, Ferndale, CA 95536",Toste Dairy,"890 Dillon Road, Ferndale, CA 95536",40.606675,-124.275209,Animal Feeding Facility,11212,Humboldt,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B12041DHUM,null,null,03/04/2020,null,11/30/2029,null,null,null,null,225,Mature dairy cattle,null,0,0,NA
"Toste, John","2207 South Walnut Road, Turlock, CA 95380","J & J Toste Dairy, Inc.","2207 South Walnut Road, Turlock, CA 95380",37.47201,-120.87231,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00284,null,06/29/2007,06/29/2007,null,10/02/2018,null,null,C,1,700,Mature dairy cattle,null,0,0,NA
"Toste, John","21917 Elgin Avenue, Lemoore, CA 93245",John & Natalie Toste,"21519 Elgin Avenue, Lemoore, CA 93245",36.380268,-119.843501,Animal Feeding Facility,0211,Kings,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C16NC00064,null,null,02/15/2019,null,02/15/2024,null,null,null,null,304,Mature dairy cattle,673,0,1,NA
"Toste, John & Sandra","785 Santa Fe Grade Road, Newman, CA 95360",Toste Dairy,"609 Santa Fe Grade Road, Newman, CA 95360",37.29773,-120.98808,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00255,null,null,06/29/2007,null,10/02/2018,null,null,A,1,994,Mature dairy cattle,null,0,0,NA
"Toste, John & Sandra","785 Santa Fe Grade Road, Newman, CA 95360",Silva Ranch,"2512 Shiells Road, Newman, CA 95360",37.30391611,-121.0600019,Animal Feeding Facility,0211,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5B50NC00397,null,null,04/03/2019,null,null,null,null,null,null,1400,Heifers (non dairy affiliated),1092,0,0,NA
"Toste, John Jr","7480 Avenue 160, Tipton, CA 93272",Four J Jerseys Dairy #2,"7480 Avenue 160, Tipton, CA 93272",36.0817,-119.40864,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D545038N01,null,null,06/29/2007,null,10/02/2018,null,null,A,1,950,Mature dairy cattle,null,0,0,NA
"Toste, Myron","687 East Riverdale Avenue, Laton, CA 93242",Toste Ranch,"687 East Riverdale Avenue, Laton, CA 93242",36.43943,-119.78681,Animal Feeding Facility,0211,Fresno,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5B10NC00094,null,null,02/15/2019,null,02/15/2024,null,null,null,null,51,Cattle or cow/calf pairs,83,0,0,NA
"Toste, Scott","12250 West Lincoln Avenue, Fresno, CA 93706",Hillview Cattle & Farms,"12250 West Lincoln Avenue, Fresno, CA 93706",36.647527,-120.024633,Animal Feeding Facility,0211,Fresno,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C10NC00098,null,null,02/15/2019,null,02/15/2024,null,null,null,null,0,Cattle or cow/calf pairs,5880,0,0,NA
Trilogy Dairy,"15857 Bear Mountain Boulevard, Bakersfield, CA 93311",Trilogy Dairy,"17661 Bear Mountain Boulevard, Bakersfield, CA 93313",35.206536,-119.196265,Animal Feeding Facility,0241,Kern,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C15NC00046,null,null,06/29/2007,null,10/02/2018,null,null,A,1,4610,Mature dairy cattle,null,1,1,NA
"Trinkler, Wendel & Erma","7251 Crows Landing Road, Ceres, CA 95307",Trinkler Dairy Farms,"7251 Crows Landing Road, Ceres, CA 95307",37.531092,-120.994244,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00029,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1852,Mature dairy cattle,null,0,0,NA
"Trinkler, Wendel & Erma","7251 Crows Landing Road, Ceres, CA 95307",Azevedo Family Dairy,"1001 West Monte Vista Road, Ceres, CA 95307",37.52222657,-121.0059071,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00037,null,null,06/29/2007,null,10/02/2018,null,null,A,1,600,Mature dairy cattle,null,0,0,NA
"Trinkler, Wendel Jr.","Po Box 10, Ceres, CA 95307",Trinkler Heifer Ranch,"12337 Clausen Road, Crows Landing, CA 95313",37.45956,-120.99073,Animal Feeding Facility,0211,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5B50NC00418,null,null,04/03/2019,null,null,null,null,null,null,2900,Heifers (non dairy affiliated),1260,0,0,NA
Triple C Ranch,"2400 Pepper Road, Petaluma, CA 94952",Triple C Ranch,"2400 Pepper Road, Petaluma, CA 94952",38.28066,-122.764004,Animal Feeding Facility,11212,Sonoma,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B11142DSON,null,null,03/17/2020,null,11/30/2029,null,null,null,null,620,Mature dairy cattle,null,0,0,NA
Triple Creek Jerseys,"7387 Zanes Road, Eureka, CA 95503-9623",Triple Creek Jerseys,"7387 Zanes Road, Eureka, CA 95503",40.71409,-124.1716,Animal Feeding Facility,11212,Humboldt,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,1B00148DHUM,null,null,03/17/2020,null,11/30/2029,null,null,null,null,115,Mature dairy cattle,null,0,0,NA
Triple J Farms,"Po Box 4314, Sonora, CA 95370",GSF Ranch,"13630 Hwy 108, Jamestown, CA 95327",37.88386,-120.50115,Animal Feeding Facility,0253,Tuolumne,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B55NC00029,null,null,07/20/2018,null,12/05/2021,null,null,null,null,53954,Turkeys,809,0,0,NA
Triple J Farms,"Po Box 4314, Sonora, CA 95370",J 59 Ranch,"10700 La Grange Road, Jamestown, CA 95327",37.81666,-120.47635,Animal Feeding Facility,0253,Tuolumne,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B55NC00030,null,null,07/20/2018,null,12/05/2021,null,null,null,null,224112,Turkeys,3362,0,0,NA
Triple T Farms LP,"8555 South Valentine Avenue, Fresno, CA 93706",G & A Dairy,"2200 South Marks Avenue, Fresno, CA 93706",36.701539,-119.84126,Animal Feeding Facility,0241,Fresno,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C10NC00034,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1387,Mature dairy cattle,null,0,0,NA
"Tristao, Louie","18011 Avenue 152, Porterville, CA 93257",Tristar Dairy,"12212 Avenue 176, Tulare, CA 93274",36.1117,-119.29737,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00014,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1850,Mature dairy cattle,null,0,0,NA
"Tristao, Louie","18011 Avenue 152, Porterville, CA 93257",White Gold Dairy,"18357 Avenue 152, Porterville, CA 93257",36.06483,-119.16406,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00079,null,null,06/29/2007,null,10/02/2018,null,null,A,1,895,Mature dairy cattle,null,0,0,NA
Tulare Joint Union High School District,"426 North Blackstone Avenue, Tulare, CA 93274",Tulare Joint Union High School Dairy,"591 West Bardsley Avenue, Tulare, CA 93274",36.19161,-119.35495,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00269,null,null,06/29/2007,null,10/02/2018,null,null,A,1,75,Mature dairy cattle,null,0,1,NA
"Turlock Livestock Auction Yard, Inc.","Po Box 3030, Turlock, CA 95381","Turlock Livestock Auction Yard, Inc.","10430 Lander Avenue, Hilmar, CA 95324",37.43922,-120.84885,Animal Feeding Facility,0211,Merced,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5B24NC00396,null,null,04/11/2019,null,null,null,null,null,null,3511,Finishing Yards/Auction Yards,14130,0,0,NA
UC Davis,"One Shields Avenue, Davis, CA 95616",UC Davis Poultry Operations,"701 Hopkins Road, Davis, CA 95616",38.53456,-121.7905,Animal Feeding Facility,0259(+),Yolo,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5A57NC00050,null,null,07/20/2018,null,12/05/2021,null,null,null,null,2850,null,10,0,0,NA
UC Desert Research & Extension Center,"1004 East Holton Road, Holtville, CA 92250",UC Desert Research and Extension Center,"1004 East Holton Road, El Centro, CA 92243",32.807853,-115.444994,Animal Feeding Facility,null,Imperial,7,ANIWSTCOWS,Active,Enrollee - NPDES,R7-2021-0029,7A137777035,CAG017001,09/13/2012,09/13/2012,null,03/31/2027,null,null,C,2,700,Cattle or cow/calf pairs,null,0,0,NA
"USDA-NRCS, Del Norte Local Partnership Office","241 First Street B, Smith River, CA 95567",Del Norte United Dairy Association - Surface & Ground Water Monitoring,CA,null,null,Animal Feeding Facility,null,Del Norte,1,ANIWSTCOWS,Active,Enrollee - WDR,R1-2019-0001,null,null,null,12/01/2019,null,11/30/2034,null,null,null,null,null,null,null,0,0,NA
"Ullrich, John","13406 Alta Mesa Road, Galt, CA 95632",John Ullrich Dairy Cattle,"13413 Ivie Road, Galt, CA 95632",38.26857,-121.23344,Animal Feeding Facility,0241,Sacramento,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5A34NC00099,null,null,04/03/2019,null,null,null,null,null,null,95,Heifers (non dairy affiliated),109.5,0,0,NA
"Ullrich, Kevin","11100 East Liberty Road, Galt, CA 95632",U-BAR Dairy,"11100 East Liberty Road, Galt, CA 95632",38.23463,-121.17117,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00105,null,null,06/29/2007,null,10/02/2018,null,null,A,1,250,Heifers (non dairy affiliated),null,1,1,NA
"Ulm, Donald & Barbara","137 Texas Road, Modesto, CA 95358","W-D Ranch, Inc.","137 Texas Road, Modesto, CA 95358",37.658611,-121.163611,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00160,null,null,06/29/2007,null,10/02/2018,null,null,A,1,360,Mature dairy cattle,511,0,0,NA
Valadao Bros. Dairy,"8637 Jackson Avenue, Hanford, CA 93230","Jackson Dairy, LLC","8637 Jackson Avenue, Hanford, CA 93230",36.253276,-119.612681,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C16NC00097,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1220,Mature dairy cattle,null,0,0,NA
"Valadao, Mike","17293 9 1/2 Avenue, Hanford, CA 93230",Valadao Dairy,"17293 9 1/2 Avenue, Hanford, CA 93230",36.22155,-119.62786,Animal Feeding Facility,0241,Kings,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5D165091N01,null,null,06/29/2007,null,10/02/2018,null,null,null,null,2125,Mature dairy cattle,null,0,0,NA
"Valk, Don & Carla","8500 Valk Road, Oakdale, CA 95361",Valk Ranch,"8901 Claribel Road, Oakdale, CA 95361",37.71297,-120.83238,Animal Feeding Facility,0253,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B50NC00353,null,null,07/20/2018,null,12/05/2021,null,null,null,null,283158,Turkeys,4247,1,0,NA
"Valley Fresh Foods, Inc.","Po Box 910, Turlock, CA 95381",Rainbow Farms,"1220 Hall Road, Denair, CA 95316",37.50301,-120.735,Animal Feeding Facility,0252,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B50NC00381,null,null,07/20/2018,null,12/05/2021,null,null,null,null,893856,Layers (other than liquid manure system),3575,0,0,NA
"Valley Fresh Foods, Inc.","Po Box 910, Turlock, CA 95381",Rainbow Farms (Griffith Brooder),"4607 East Linwood Avenue, Turlock, CA 95380",37.47888,-120.79722,Animal Feeding Facility,0252,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B50NC00367,null,null,07/20/2018,null,12/05/2021,null,null,null,null,143600,null,345,0,0,NA
"Valley Fresh Foods, Inc.","Po Box 910, Turlock, CA 95381",Rainbow Farms (Linwood Brooder),"3700 East Linwood Avenue, Turlock, CA 95380",37.4775,-120.80498,Animal Feeding Facility,0252,Stanislaus,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B50NC00366,null,null,07/20/2018,null,12/05/2021,null,null,null,null,201800,null,484,0,0,NA
"Valley Fresh Foods, Inc.","Po Box 910, Turlock, CA 95381",Rainbow Farms (Harding Ranch and Vincent Brooder),"16175 East Linwood Avenue, Turlock, CA 95380",37.47666,-120.77927,Animal Feeding Facility,0252,Merced,5S,ANIWSTOTH,Active,Enrollee - WDR,R5-2016-0087-01,5B24NC00374,null,null,07/20/2018,null,12/05/2021,null,null,null,null,101152,null,276,0,0,NA
Valley Star Farms,"Po Box 669, Tipton, CA 93272",North Moon Dairy,"7325 Avenue 144, Tipton, CA 93273",36.04877,-119.40813,Animal Feeding Facility,0241,Tulare,5F,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5C54NC00178,null,null,06/29/2007,null,10/02/2018,null,null,A,1,792,Mature dairy cattle,null,0,0,NA
Valley View Dairy,"480 Pepper Road, Petaluma, CA 94952",Valley View Dairy,"480 Pepper, Petaluma, CA 94952",38.283232,-122.733177,Animal Feeding Facility,null,Sonoma,2,"ANIWSTCOWS, ANIWSTOTH",Active,Enrollee - WDR,r2-2016-0031,D-49-0028,null,null,03/01/2021,null,06/14/2026,null,Minor,null,null,530,Mature dairy cattle,null,0,0,NA
"Van Dam, Dick","3180 Cottonwood Avenue, San Jacinto, CA 92582",Dick Van Dam Dairy,"3180 Cottonwood Avenue, San Jacinto, CA 92582",33.78747,-116.98983,Animal Feeding Facility,0241,Riverside,8,ANIWSTCOWS,Active,Enrollee - NPDES,R8-2018-0001,8 335507001,CAG018001,null,09/09/1999,null,03/15/2024,.0001,Minor,C,2,1490,Mature dairy cattle,null,0,0,NA
"Van De Pol, Henry","16996 Sexton Road, Excalon, CA 95320",G & H Dairy #2,"16475 Brennan Road, Escalon, CA 95320",37.813407,-121.01539,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00067,null,null,06/29/2007,null,10/02/2018,null,null,A,1,650,Mature dairy cattle,null,0,0,NA
"Van De Pol, Henry & Gerard","16996 South Sexton Road, Escalon, CA 95320-9740",G & H Dairy,"16996 Sexton Road, Escalon, CA 95320",37.80803,-121.03095,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00092,null,null,06/29/2007,null,10/02/2018,null,null,A,1,2420,Mature dairy cattle,null,0,0,NA
"Van Der Hoek, Jellie & Gerrie Dairy","337 North Gates Road, Modesto, CA 95358",Van Der Hoek And Sons Dairy #1,"337 North Gates Road, Modesto, CA 95358",37.64162242,-121.1588467,Animal Feeding Facility,0241,Stanislaus,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B50NC00112,null,null,06/29/2007,null,10/02/2018,null,null,A,1,700,Mature dairy cattle,null,0,0,NA
Van Der Kooi Living Trust,null,Charles Vander Kooi Dairy,"13696 West Elkhorn Avenue, Riverdale, CA 93656",36.4838997294,-120.01657963,Animal Feeding Facility,0241,Fresno,5F,ANIWSTCOWS,Active,WDR,R5-2010-0130,5C10NC00072,null,12/10/2010,03/17/2021,null,03/17/2026,null,null,null,null,3680,Mature dairy cattle,null,0,0,NA
Van Dyk Cattle Co.,"3275 8th Avenue, Hanford, CA 93230",Van Dyk Cattle Co.,"3275 8th Avenue, Hanford, CA 93230",36.4271,-119.59875,Animal Feeding Facility,0211,Kings,5F,ANIWSTOTH,Active,Enrollee - WDR,R5-2017-0058,5C16NC00184,null,null,02/15/2019,null,02/15/2024,null,null,null,null,10500,Calf feedlots,3521,0,0,NA
"Van Egmond, Cornelis","7518 East Liberty Road, Galt, CA 95632",Sited Oak Dairy,"26972 North Dustin Road, Acampo, CA 95220",38.23294,-121.22323,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00057,null,null,06/29/2007,null,10/02/2018,null,null,A,1,122,Mature dairy cattle,null,0,0,NA
"Van Exel, Henry & Carolyn","18948 North Thornton Road, Lodi, CA 95242",Van Exel Dairy #2,"18948 North Thornton Road, Lodi, CA 95242",38.15685,-121.39717,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00116,null,null,06/29/2007,null,10/02/2018,null,null,A,1,410,Mature dairy cattle,null,2,1,NA
"Van Exel, Henry & Carolyn","18948 North Thornton Road, Lodi, CA 95242",Van Exel Dairy #1,"20002 North Thornton Road, Lodi, CA 95242",38.16611,-121.39914,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B395042001,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1900,Mature dairy cattle,null,1,1,NA
"Van Foeken, Kenneth L","22338 Short Avenue, Hilmar, CA 95324",Ken Van Foeken Dairy #2,"9375 North Washington Road, Hilmar, CA 95324",37.42486,-120.90462,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00160,null,null,06/29/2007,null,10/02/2018,null,null,A,1,623,Mature dairy cattle,null,0,0,NA
"Van Foeken, Kenneth L","22338 Short Avenue, Hilmar, CA 95324",Ken Van Foeken Dairy,"22338 Short Avenue, Hilmar, CA 95324",37.42642,-120.89098,Animal Feeding Facility,0241,Merced,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B24NC00150,null,null,06/29/2007,null,10/02/2018,null,null,A,1,458,Mature dairy cattle,null,0,0,NA
Van Groningen & Sons,"15100 South Jack Tone Road, Manteca, CA 95336",Van Groningen & Sons,"13293 East Louise Avenue, Manteca, CA 95336",37.81287,-121.1461,Animal Feeding Facility,0241,San Joaquin,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B39NC00125,null,null,06/29/2007,null,10/02/2018,null,null,A,1,650,Heifers (non dairy affiliated),null,0,0,NA
"Van Groningen, Arlin","9551 New Hope Road, Galt, CA 95632","New Hope Dairy, LLC","9547 New Hope Road, Galt, CA 95632",38.247472,-121.343417,Animal Feeding Facility,0241,Sacramento,5S,ANIWSTCOWS,Active,Enrollee - WDR,R5-2013-0122,5B34NC00024,null,null,06/29/2007,null,10/02/2018,null,null,A,1,1380,Mature dairy cattle,null,0,0,NA
