facility_name,facility_address,latitude,longitude,county,cafo_population,cafo_subtype,type,milking,other,total,enteric_methane,manure_methane,total_methane,project_id_number,sub_program_name,project_life_years,date_operational,annual_project_ghg_reductions,adjusted_manure_methane,adjusted_total_methane,labeltext,mitigation
Santos Jer—Z Dairy,"25199 Road 164, Visalia, CA 93292",36.246766,-119.213069,Tulare,375,Mature dairy cattle,Dairy,375,410,785,77.99,25.195,103,,,,,,25.195,103,<b>Name: </b>Santos Jer—Z Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>103 metric tons,—
John & Nicole Santos Dairy,"22759 South Mercey Springs Road, Los Banos, CA 93635",36.95754,-120.83846,Merced,1460,Mature dairy cattle,Dairy,1460,1597,3057,303.688,98.09400000000001,402,,,,,,98.09400000000001,402,<b>Name: </b>John & Nicole Santos Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>402 metric tons,—
Terra Linda Dairy,"4433 Avenue 232, Tulare, CA 93274",36.20904,-119.47282,Tulare,1223,Mature dairy cattle,Dairy,1223,1337,2560,254.34199999999998,82.16900000000001,337,,,,,,82.16900000000001,337,<b>Name: </b>Terra Linda Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>337 metric tons,—
Sarvinski Dairy,"411 Dillion Road, Ferndale, CA 95536",40.59965,-124.2743,Humboldt,149,Mature dairy cattle,Dairy,149,163,312,30.994,7.315,38,,,,,,7.315,38,<b>Name: </b>Sarvinski Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>38 metric tons,—
"Diamond S Ranch, Inc.","600 Roberts Ferry Road, Waterford, CA 95386",37.62731,-120.61819,Stanislaus,1040,Mature dairy cattle,Dairy,1040,1137,2177,216.288,67.794,284,,,,,,67.794,284,"<b>Name: </b>Diamond S Ranch, Inc.</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>284 metric tons",—
Grizzle Feedlot,"2704 Webb Road, Holtville, CA 92250",32.8476,-115.3286,Imperial,3700,Cattle or cow/calf pairs,Other,0,3700,3700,236.8,7.4,244,,,,,,7.4,244,<b>Name: </b>Grizzle Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>244 metric tons,—
Schaffner Dairy,"2805 Casey Rd, Holtville, CA 92250",32.853108,-115.423425,Imperial,3399,Mature dairy cattle,Dairy,3399,3717,7116,706.95,323.54100000000005,1030,,,,,,323.54100000000005,1030,"<b>Name: </b>Schaffner Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,030 metric tons",—
Alta Sierra Dairy,"7901 Avenue 368, Dinuba, CA 93618",36.45829,-119.39803,Tulare,1965,Mature dairy cattle,Dairy,1965,2149,4114,408.706,132.023,541,,,,,,132.023,541,<b>Name: </b>Alta Sierra Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>541 metric tons,—
Ehrlich Dairy,"5725 Ehrlich Road, Turlock, CA 95380",37.43384779,-120.9153504,Stanislaus,849,Mature dairy cattle,Dairy,849,928,1777,176.554,57.041000000000004,234,,,,,,57.041000000000004,234,<b>Name: </b>Ehrlich Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>234 metric tons,—
Sun Valley Dairy,"255 Road 128, Delano, CA 93215",35.79518,-119.28649,Tulare,1800,Mature dairy cattle,Dairy,1800,1969,3769,374.416,126.33800000000001,501,,,,,,126.33800000000001,501,<b>Name: </b>Sun Valley Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>501 metric tons,—
Sierra Rose Dairy,"9022 Aguas Frias Road, Chico, CA 95928",39.62911,-121.86148,Butte,430,Mature dairy cattle,Dairy,430,470,900,89.42,28.89,118,,,,,,28.89,118,<b>Name: </b>Sierra Rose Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>118 metric tons,—
Scilacci Dairy,"200 Metropolitan Road, Fortuna, CA 95540",40.519615,-124.150684,Humboldt,425,Mature dairy cattle,Dairy,425,465,890,88.41,20.865,109,,,,,,20.865,109,<b>Name: </b>Scilacci Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>109 metric tons,—
Scott Bros Dairy,"18051 Gilman Springs Road, Moreno Valley, CA 92555",33.86242,-117.02599,Riverside,1301,Mature dairy cattle,Dairy,1301,1423,2724,270.61,95.217,366,,,,,,95.217,366,<b>Name: </b>Scott Bros Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>366 metric tons,—
Sepeda Brothers Dairy,"18316 Road 128, Tulare, CA 93274",36.1071,-119.27927,Tulare,1621,Heifers (non dairy affiliated),Other,0,1621,1621,103.744,3.242,107,,,,,,3.242,107,<b>Name: </b>Sepeda Brothers Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>107 metric tons,—
Sevilla Cattle,"20174 Road 140, Tulare, CA 93274",36.154726,-119.252155,Tulare,800,Calf feedlots,Other,0,800,800,51.2,1.6,53,,,,,,1.6,53,<b>Name: </b>Sevilla Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>53 metric tons,—
Teunissen Ranch,"14336 Avenue 216, Tulare, CA 93274",36.18357,-119.24875,Tulare,4703,Calf feedlots,Other,0,4703,4703,300.992,9.406,310,,,,,,9.406,310,<b>Name: </b>Teunissen Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>310 metric tons,—
Shasta Livestock Auction Yard,null,40.40435,-122.27855,null,12200,Finishing Yards/Auction Yards,Other,0,12200,12200,780.8,24.4,805,,,,,,24.4,805,<b>Name: </b>Shasta Livestock Auction Yard</br><b>Type: </b>Other</br><b>Methane emissions: </b>805 metric tons,—
Triangle S Dairy LLC,"5600 West Palm Avenue, Winton, CA 95388",37.41843,-120.58711,Merced,1170,Mature dairy cattle,Dairy,1170,1280,2450,243.38,76.27,320,,,,,,76.27,320,<b>Name: </b>Triangle S Dairy LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>320 metric tons,—
Souza Heifer Ranch,"3664 Fisher Road, Winton, CA 95388",37.43454,-120.55489,Merced,170,Heifers (non dairy affiliated),Other,0,170,170,10.88,0.34,11,,,,,,0.34,11,<b>Name: </b>Souza Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>11 metric tons,—
W.J. Dairy #2,"9161 Warnerville Road, Oakdale, CA 95361",37.742647,-120.830726,Stanislaus,1350,Mature dairy cattle,Dairy,1350,1476,2826,280.764,90.702,371,,,,,,90.702,371,<b>Name: </b>W.J. Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>371 metric tons,—
Silva Family Dairy,"1599 Cerini Road, Tomales, CA 94971",38.231053,-122.861694,Marin,95,Mature dairy cattle,Dairy,95,104,199,19.766,5.329,25,,,,,,5.329,25,<b>Name: </b>Silva Family Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>25 metric tons,—
Art Silva and Son Dairy,"12636 West Main Street, Crows Landing, CA 95313",37.49293685,-120.9932793,Stanislaus,940,Mature dairy cattle,Dairy,940,1028,1968,195.512,63.156,259,,,,,,63.156,259,<b>Name: </b>Art Silva and Son Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>259 metric tons,—
Art Silva Heifer Feedlot,"2206 West Main Street, Crows Landing, CA 95313",37.49219,-121.02799,Stanislaus,500,Heifers (non dairy affiliated),Other,0,500,500,32,1,33,,,,,,1,33,<b>Name: </b>Art Silva Heifer Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>33 metric tons,—
S & S Dairy #2,"300 East Barnhart Road, Ceres, CA 95307",37.54395247,-120.9898568,Stanislaus,550,Mature dairy cattle,Dairy,550,601,1151,114.364,36.952,151,,,,,,36.952,151,<b>Name: </b>S & S Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>151 metric tons,—
SB Farms,"11450 Carroll Road, Elk Grove, CA 95757",38.34142,-121.39891,Sacramento,1125,Mature dairy cattle,Dairy,1125,1230,2355,233.97,73.335,307,,,,,,73.335,307,<b>Name: </b>SB Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>307 metric tons,—
Matos Brothers Dairy,"26857 Ritz Road, Acampo, CA 95220",38.23319,-121.30272,San Joaquin,365,Mature dairy cattle,Dairy,365,399,764,75.906,23.793,100,,,,,,23.793,100,<b>Name: </b>Matos Brothers Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>100 metric tons,—
Frank Rocha Heifer Facility,"23319 East Lone Tree Road, Escalon, CA 95320",37.82949,-121.02292,San Joaquin,135,Heifers (non dairy affiliated),Other,0,135,135,8.64,0.27,9,,,,,,0.27,9,<b>Name: </b>Frank Rocha Heifer Facility</br><b>Type: </b>Other</br><b>Methane emissions: </b>9 metric tons,—
Langworth Dairy,"5306 Langworth Road, Oakdale, CA 95361",37.71697104,-120.8939786,Stanislaus,570,Mature dairy cattle,Dairy,570,623,1193,118.532,38.296,157,,,,,,38.296,157,<b>Name: </b>Langworth Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>157 metric tons,—
S & S 2 Dairy,"5324 Clayton Road, Turlock, CA 95380",37.48149,-120.90937,Stanislaus,635,Mature dairy cattle,Dairy,635,694,1329,132.046,42.663,175,,,,,,42.663,175,<b>Name: </b>S & S 2 Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>175 metric tons,—
Robert L Silva Dairy,"20508 Cotton Road, Los Banos, CA 93635",37.01506,-120.86457,Merced,465,Mature dairy cattle,Dairy,465,509,974,96.74600000000001,31.243000000000002,128,,,,,,31.243000000000002,128,<b>Name: </b>Robert L Silva Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>128 metric tons,—
Eddie Silveira Family Dairy,"12081 South Cherokee Road, Gustine, CA 95322",37.10314,-120.97721,Merced,2320,Mature dairy cattle,Dairy,2320,2537,4857,482.528,137.097,620,,,,,,137.097,620,<b>Name: </b>Eddie Silveira Family Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>620 metric tons,—
Banos Royal Farms Feedlot,"17560 South Plow Camp Road, Los Banos, CA 93635",37.03409,-120.84282,Merced,20,Cattle or cow/calf pairs,Other,0,20,20,1.28,0.04,1,,,,,,0.04,1,<b>Name: </b>Banos Royal Farms Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>1 metric tons,—
F & M Areias Dairy,"1030 Albers Road, Modesto, CA 95357",37.65734,-120.84793,Stanislaus,380,Mature dairy cattle,Dairy,380,416,796,79.064,25.532,105,,,,,,25.532,105,<b>Name: </b>F & M Areias Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>105 metric tons,—
Silveira Holsteins,"23356 Short Avenue, Hilmar, CA 95324",37.42641,-120.91051,Merced,679,Mature dairy cattle,Dairy,679,743,1422,141.254,45.620999999999995,187,,,,,,45.620999999999995,187,<b>Name: </b>Silveira Holsteins</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>187 metric tons,—
Manuel A Silveira Dairy,"28533 Two Rivers Road, Manteca, CA 95337",37.6955,-121.22894,San Joaquin,600,Heifers (non dairy affiliated),Other,0,600,600,38.4,1.2,40,,,,,,1.2,40,<b>Name: </b>Manuel A Silveira Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>40 metric tons,—
Maria Silveira Dairy,"10511 Ingomar Grade Road, Gustine, CA 95322",37.182094,-120.911319,Merced,238,Mature dairy cattle,Dairy,238,260,498,49.484,15.99,65,,,,,,15.99,65,<b>Name: </b>Maria Silveira Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>65 metric tons,—
Maximinio Silviera Dairy,"4210 Lingard Road, Merced, CA 95340",37.240664,-120.414004,Merced,1150,Mature dairy cattle,Dairy,1150,1258,2408,239.212,77.266,316,,,,,,77.266,316,<b>Name: </b>Maximinio Silviera Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>316 metric tons,—
Larry Silveira Dairy,"3301 Thrift Road, Merced, CA 95340",37.23708,-120.40868,Merced,684,Mature dairy cattle,Dairy,684,748,1432,142.264,45.956,188,,,,,,45.956,188,<b>Name: </b>Larry Silveira Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>188 metric tons,—
Simoes Dairy — Riverside,"8625 East Riverside Drive, Ontario, CA 91761",34.019316,-117.616687,San Bernardino,323,Mature dairy cattle,Dairy,323,353,676,67.166,24.608,92,,,,,,24.608,92,<b>Name: </b>Simoes Dairy — Riverside</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>92 metric tons,—
"G. Simoes Dairy, Inc.","11758 Carroll Road, Elk Grove, CA 95757",38.32812,-121.399,Sacramento,950,Heifers (non dairy affiliated),Other,0,950,950,60.8,1.9,63,,,,,,1.9,63,"<b>Name: </b>G. Simoes Dairy, Inc.</br><b>Type: </b>Other</br><b>Methane emissions: </b>63 metric tons",—
Joe Simoes Family Dairy,"13441 Road 136, Tipton, CA 93272",36.03335,-119.2683,Tulare,1500,Mature dairy cattle,Dairy,1500,1640,3140,311.96,105.28,417,,,,,,105.28,417,<b>Name: </b>Joe Simoes Family Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>417 metric tons,—
Black Diamond Dairy,"18789 South Fruit Avenue, Riverdale, CA 93656",36.464713,-119.826224,Fresno,1075,Mature dairy cattle,Dairy,1075,1176,2251,223.61399999999998,75.452,299,,,,,,75.452,299,<b>Name: </b>Black Diamond Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>299 metric tons,—
Cal Farm House,"6816 North Washington Road, Turlock, CA 95380",37.53962874,-120.9019876,Stanislaus,124,Mature dairy cattle,Dairy,124,136,260,25.816,8.332,34,,,,,,8.332,34,<b>Name: </b>Cal Farm House</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>34 metric tons,—
Sinks,"20686 Road 13, Chowchilla, CA 93610",37.05065083,-120.3096922,Madera,250,Heifers (non dairy affiliated),Other,0,250,250,16,0.5,16,,,,,,0.5,16,<b>Name: </b>Sinks</br><b>Type: </b>Other</br><b>Methane emissions: </b>16 metric tons,—
AJ Slenders Dairy,"625 East Coleman Avenue, Laton, CA 93242",36.466615,-119.780873,Fresno,1145,Mature dairy cattle,Dairy,1145,1252,2397,238.13799999999998,80.364,319,,,,,,80.364,319,<b>Name: </b>AJ Slenders Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>319 metric tons,—
VIP Cattle,"19436 South East Avenue, Laton, CA 93242",36.452949,-119.778375,Fresno,500,Heifers (non dairy affiliated),Other,0,500,500,32,1,33,,,,,,1,33,<b>Name: </b>VIP Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>33 metric tons,—
Gentle Breezes Dairy,"4419 South Faith Home Road, Turlock, CA 95380",37.45221555,-120.9216751,Stanislaus,420,Mature dairy cattle,Dairy,420,459,879,87.336,28.218,116,,,,,,28.218,116,<b>Name: </b>Gentle Breezes Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>116 metric tons,—
Mel—Tina Dairy,"1748 West Mt. Whitney Avenue, Riverdale, CA 93656",36.431496,-119.829714,Fresno,415,Mature dairy cattle,Dairy,415,454,869,86.32600000000001,29.128,115,,,,,,29.128,115,<b>Name: </b>Mel—Tina Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>115 metric tons,—
Soares Dairy Farms,"21750 South Mercey Springs Road, Los Banos, CA 93635",36.9732,-120.8367,Merced,420,Mature dairy cattle,Dairy,420,459,879,87.336,28.218,116,,,,,,28.218,116,<b>Name: </b>Soares Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>116 metric tons,—
Log Haven Dairy,"7755 Fargo Avenue, Hanford, CA 93230",36.355761,-119.595086,Kings,450,Heifers (non dairy affiliated),Other,0,450,450,28.8,0.9,30,,,,,,0.9,30,<b>Name: </b>Log Haven Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>30 metric tons,—
Sandy Mush Crosses,"5241 West Sandy Mush Road, Merced, CA 95340",37.18566,-120.58765,Merced,835,Mature dairy cattle,Dairy,835,913,1748,173.662,56.101,230,,,,,,56.101,230,<b>Name: </b>Sandy Mush Crosses</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>230 metric tons,—
Soares Dairy,"9201 Hilmar Road, Turlock, CA 95380",37.42684186,-120.9538508,Stanislaus,1395,Mature dairy cattle,Dairy,1395,1526,2921,290.174,93.727,384,,,,,,93.727,384,<b>Name: </b>Soares Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>384 metric tons,—
Double B Feedlot #2,"8333 East Kadota Avenue, Le Grand, CA 95333",37.26563,-120.33619,Merced,850,Heifers (non dairy affiliated),Other,0,850,850,54.4,1.7,56,,,,,,1.7,56,<b>Name: </b>Double B Feedlot #2</br><b>Type: </b>Other</br><b>Methane emissions: </b>56 metric tons,—
Jose & Teresa Soares Dairy,"11076 North Vincent Road, Turlock, CA 95380",37.45621,-120.77628,Merced,1380,Mature dairy cattle,Dairy,1380,1509,2889,287.01599999999996,89.958,377,,,,,,89.958,377,<b>Name: </b>Jose & Teresa Soares Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>377 metric tons,—
Manuel A Soares Dairy,"7018 Vivian Road, Modesto, CA 95351",37.53673196,-121.0486401,Stanislaus,580,Heifers (non dairy affiliated),Other,0,580,580,37.12,1.16,38,,,,,,1.16,38,<b>Name: </b>Manuel A Soares Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>38 metric tons,—
JZB #2 Heifer Ranch,"20798 Road 28, Tulare, CA 93274",36.16544,-119.50877,Tulare,1362,Heifers (non dairy affiliated),Other,0,1362,1362,87.168,2.724,90,,,,,,2.724,90,<b>Name: </b>JZB #2 Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>90 metric tons,—
"California Dairy Farms, LLC","1912 Franklin Road, Merced, CA 95340",37.31807,-120.53675,Merced,748,Mature dairy cattle,Dairy,748,818,1566,155.576,50.256,206,,,,,,50.256,206,"<b>Name: </b>California Dairy Farms, LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>206 metric tons",—
Walts Farming,"8407 West Simmons Road, Turlock, CA 95380",37.47279,-120.94572,Stanislaus,130,Heifers (non dairy affiliated),Other,0,130,130,8.32,0.26,9,,,,,,0.26,9,<b>Name: </b>Walts Farming</br><b>Type: </b>Other</br><b>Methane emissions: </b>9 metric tons,—
Walt's Farming,"8500 West Simmons Road, Turlock, CA 95380",37.46911,-120.94679,Stanislaus,75,Heifers (non dairy affiliated),Other,0,75,75,4.8,0.15,5,,,,,,0.15,5,<b>Name: </b>Walt's Farming</br><b>Type: </b>Other</br><b>Methane emissions: </b>5 metric tons,—
Soderstrom Farms Feedlot,"648 South Faith Home Road, Turlock, CA 95380",37.48715,-120.91884,Stanislaus,488,Heifers (non dairy affiliated),Other,0,488,488,31.232,0.976,32,,,,,,0.976,32,<b>Name: </b>Soderstrom Farms Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>32 metric tons,—
Sousa Dairy,"7709 Avenue 376, Dinuba, CA 93618",36.47119,-119.40041,Tulare,1166,Mature dairy cattle,Dairy,1166,1275,2441,242.50799999999998,78.34,321,,,,,,78.34,321,<b>Name: </b>Sousa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>321 metric tons,—
White River Dairy,"20784 Laurel Avenue, Stratford, CA 93266",36.190656,-119.830291,Kings,684,Mature dairy cattle,Dairy,684,748,1432,142.264,48.008,190,,,,,,48.008,190,<b>Name: </b>White River Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>190 metric tons,—
Joao Sousa Dairy,"18005 Williams Avenue, Hilmar, CA 95324",37.38528,-120.81469,Merced,290,Mature dairy cattle,Dairy,290,317,607,60.30800000000001,18.904,79,,,,,,18.904,79,<b>Name: </b>Joao Sousa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>79 metric tons,—
Southwest Dairy Inc,"8185 Edison Avenue, Ontario, CA 91762",33.99581,-117.62694,San Bernardino,450,Mature dairy cattle,Dairy,450,492,942,93.588,34.284,128,,,,,,34.284,128,<b>Name: </b>Southwest Dairy Inc</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>128 metric tons,—
Big De Cattle Dairy,"2947 West Manning Avenue, Fresno, CA 93706",36.603703,-119.843627,Fresno,1285,Mature dairy cattle,Dairy,1285,1405,2690,267.25,69.51,337,,,,,,69.51,337,<b>Name: </b>Big De Cattle Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>337 metric tons,—
Souza's Dairy,"8555 South Valentine Avenue, Fresno, CA 93706",36.612859,-119.855344,Fresno,2156,Mature dairy cattle,Dairy,2156,2358,4514,448.44000000000005,116.626,565,,,,,,116.626,565,<b>Name: </b>Souza's Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>565 metric tons,—
ED SOUZA & SON DAIRY,"15390 Avenue 244, Tulare, CA 93274",36.233172,-119.230595,Tulare,225,Mature dairy cattle,Dairy,225,246,471,46.794,15.117,62,,,,,,15.117,62,<b>Name: </b>ED SOUZA & SON DAIRY</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>62 metric tons,—
"Souza Farms, Inc","1197 Schmidt Road, Gustine, CA 95322",37.27106,-121.04941,Merced,995,Heifers (non dairy affiliated),Other,0,995,995,63.68,1.99,66,,,,,,1.99,66,"<b>Name: </b>Souza Farms, Inc</br><b>Type: </b>Other</br><b>Methane emissions: </b>66 metric tons",—
Luis M. Azevedo Dairy,"11412 West Main Street, Turlock, CA 95380",37.492910028,-120.9793425445,Stanislaus,920,Mature dairy cattle,Dairy,920,1006,1926,191.344,61.812,253,,,,,,61.812,253,<b>Name: </b>Luis M. Azevedo Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>253 metric tons,—
KMA Dairy,"539 South Morgan Road, Turlock, CA 95380",37.487872839,-120.9763546,Stanislaus,280,Mature dairy cattle,Dairy,280,306,586,58.224000000000004,18.811999999999998,77,,,,,,18.811999999999998,77,<b>Name: </b>KMA Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>77 metric tons,—
Joe Soares,"11560 8th Avenue, Hanford, CA 93230",36.303808,-119.601513,Kings,500,Heifers (non dairy affiliated),Other,0,500,500,32,1,33,,,,,,1,33,<b>Name: </b>Joe Soares</br><b>Type: </b>Other</br><b>Methane emissions: </b>33 metric tons,—
Sozinho Dairy #5,"7205 Houston Avenue, Hanford, CA 93230",36.29881,-119.58696,Kings,1188,Mature dairy cattle,Dairy,1188,1299,2487,247.07999999999998,79.818,327,,,,,,79.818,327,<b>Name: </b>Sozinho Dairy #5</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>327 metric tons,—
Sozinho Dairy #2,"8489 East Elkhorn Avenue, Selma, CA 93662",36.487498,-119.637991,Fresno,1383,Mature dairy cattle,Dairy,1383,1512,2895,287.622,92.919,381,,,,,,92.919,381,<b>Name: </b>Sozinho Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>381 metric tons,—
Sozinho Jerseys Dairy,"4615 Excelsior Avenue, Hanford, CA 93230",36.40106,-119.539215,Kings,1160,Mature dairy cattle,Dairy,1160,1269,2429,241.296,77.938,319,,,,,,77.938,319,<b>Name: </b>Sozinho Jerseys Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>319 metric tons,—
Omlin Heifer Ranch,"3231 Baker Road, Modesto, CA 95358",37.59262,-121.09502,Stanislaus,99,Heifers (non dairy affiliated),Other,0,99,99,6.336,0.198,7,,,,,,0.198,7,<b>Name: </b>Omlin Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>7 metric tons,—
Sozinho Dairy #1 and #3,"11447 8 1/2 Avenue, Hanford, CA 93230",36.306723,-119.609973,Kings,1447,Mature dairy cattle,Dairy,1447,1582,3029,300.934,97.21900000000001,398,,,,,,97.21900000000001,398,<b>Name: </b>Sozinho Dairy #1 and #3</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>398 metric tons,—
